序号,分层,易投指数0-5,期刊全称,ISO缩写,ISSN,eISSN,2025 JIF,5年JIF,最佳JIF分区,JIF排名(主表),最佳JCI分区,主表JCI分区,JCI,最高JIF百分位,年发文量,总被引,医学相关学科,学科及分区明细,出版商,出版商分组,是否SCIE,Web of Science版本,常见OA模式,版面费参考(须官网核实),OA付费可能性,版面费查询入口,AIM作者须知检索
587,3-Q2,2,Journal of Patient-Reported Outcomes,J PATIENT-REP OUTCOM,,2509-8020,2.9,3.4,Q2,40/125,Q2,Q2,0.92,68.4,141.0,2912.0,HEALTH CARE SCIENCES & SERVICES; HEALTH POLICY & SERVICES,HEALTH CARE SCIENCES & SERVICES(JIF Q2/JCI Q2) | HEALTH POLICY & SERVICES(JIF Q2/JCI Q2),SPRINGERNATURE,Springer Nature,否,ESCI,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Journal+of+Patient-Reported+Outcomes+aims+scope+instructions+for+authors+APC
588,3-Q2,2,DEPRESSION AND ANXIETY,DEPRESS ANXIETY,1091-4269,1520-6394,2.7,5.1,Q2,60/184,Q2,Q1,1.0,67.7,141.0,12861.0,"PSYCHIATRY; PSYCHOLOGY, CLINICAL","PSYCHIATRY(JIF Q2/JCI Q2) | PSYCHOLOGY, CLINICAL(JIF Q2/JCI Q2)",WILEY,Wiley,是,"SCIE, SSCI; SCIE; SSCI",混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=DEPRESSION+AND+ANXIETY+aims+scope+instructions+for+authors+APC
589,3-Q2,2,PARASITOLOGY,PARASITOLOGY,0031-1820,1469-8161,2.5,2.8,Q2,18/47,Q2,Q2,0.75,62.8,141.0,10866.0,PARASITOLOGY,PARASITOLOGY(JIF Q2/JCI Q2),CAMBRIDGE UNIV PRESS,Cambridge UP,是,SCIE,混合为主,订阅路线通常无APC；Gold OA因刊而异,中,https://www.cambridge.org/core/open-research/open-access,https://www.google.com/search?q=PARASITOLOGY+aims+scope+instructions+for+authors+APC
590,3-Q2,2,Musculoskeletal Science and Practice,MUSCULOSKEL SCI PRAC,2468-7812,2468-7812,2.2,2.8,Q2,58/175,Q1,Q1,1.01,67.1,141.0,2925.0,REHABILITATION,REHABILITATION(JIF Q2/JCI Q1),ELSEVIER,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Musculoskeletal+Science+and+Practice+aims+scope+instructions+for+authors+APC
591,3-Q2,2,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,INSECT BIOCHEM MOLEC,0965-1748,1879-0240,4.3,4.3,Q2,5/110,Q1,Q1,1.25,63.9,140.0,9869.0,BIOCHEMISTRY & MOLECULAR BIOLOGY,BIOCHEMISTRY & MOLECULAR BIOLOGY(JIF Q2/JCI Q1),PERGAMON-ELSEVIER SCIENCE LTD,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=INSECT+BIOCHEMISTRY+AND+MOLECULAR+BIOLOGY+aims+scope+instructions+for+authors+APC
592,3-Q2,2,AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,AM J PHYSIOL-ENDOC M,0193-1849,1522-1555,4.2,4.8,Q2,16/89,Q1,Q1,1.06,66.9,140.0,18513.0,ENDOCRINOLOGY & METABOLISM,ENDOCRINOLOGY & METABOLISM(JIF Q2/JCI Q1),AMER PHYSIOLOGICAL SOC,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=AMERICAN+JOURNAL+OF+PHYSIOLOGY-ENDOCRINOLOGY+AND+METABOLISM+aims+scope+instructions+for+authors+APC
593,3-Q2,2,RSC Chemical Biology,RSC CHEM BIOL,2633-0679,2633-0679,3.9,4.1,Q2,105/250,Q3,Q2,0.49,55.6,140.0,2159.0,BIOCHEMISTRY & MOLECULAR BIOLOGY,BIOCHEMISTRY & MOLECULAR BIOLOGY(JIF Q2/JCI Q3),ROYAL SOC CHEMISTRY,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=RSC+Chemical+Biology+aims+scope+instructions+for+authors+APC
594,3-Q2,2,AMERICAN JOURNAL OF HYPERTENSION,AM J HYPERTENS,0895-7061,1941-7225,2.9,3.5,Q2,43/100,Q2,Q2,0.7,57.5,140.0,8134.0,PERIPHERAL VASCULAR DISEASE,PERIPHERAL VASCULAR DISEASE(JIF Q2/JCI Q2),OXFORD UNIV PRESS,Oxford UP,是,SCIE,混合为主,订阅路线通常无APC；可选OA，费用因刊而异,中,https://academic.oup.com/pages/open-research/open-access,https://www.google.com/search?q=AMERICAN+JOURNAL+OF+HYPERTENSION+aims+scope+instructions+for+authors+APC
595,3-Q2,2,Journal of the Endocrine Society,J ENDOCR SOC,,2472-1972,4.4,4.2,Q2,59/198,Q3,Q3,0.69,70.5,139.0,5482.0,ENDOCRINOLOGY & METABOLISM,ENDOCRINOLOGY & METABOLISM(JIF Q2/JCI Q3),ENDOCRINE SOC,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Journal+of+the+Endocrine+Society+aims+scope+instructions+for+authors+APC
596,3-Q2,2,JOURNAL OF FAMILY PSYCHOLOGY,J FAM PSYCHOL,0893-3200,1939-1293,2.4,3.3,Q2,10/66,Q1,Q1,1.02,61.1,139.0,8832.0,"PSYCHOLOGY, CLINICAL","PSYCHOLOGY, CLINICAL(JIF Q2/JCI Q1)",AMER PSYCHOLOGICAL ASSOC,其他,否,SSCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=JOURNAL+OF+FAMILY+PSYCHOLOGY+aims+scope+instructions+for+authors+APC
597,3-Q2,2,Journal of Traditional Chinese Medicine,J TRADIT CHIN MED,0255-2922,1577-7014,2.6,2.6,Q2,20/48,Q3,Q3,0.4,59.4,138.0,3317.0,INTEGRATIVE & COMPLEMENTARY MEDICINE,INTEGRATIVE & COMPLEMENTARY MEDICINE(JIF Q2/JCI Q3),JOURNAL TRADITIONAL CHINESE MED,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Journal+of+Traditional+Chinese+Medicine+aims+scope+instructions+for+authors+APC
598,3-Q2,2,International Journal of Qualitative Studies on Health and Well-Being,INT J QUAL STUD HEAL,1748-2623,1748-2631,2.4,2.9,Q2,58/194,Q2,Q2,0.89,70.4,138.0,3645.0,"NURSING; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SOCIAL SCIENCES, BIOMEDICAL","NURSING(JIF Q2/JCI Q2) | PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q2/JCI Q2) | SOCIAL SCIENCES, BIOMEDICAL(JIF Q2/JCI Q2)",TAYLOR & FRANCIS LTD,Taylor & Francis,否,SSCI,混合为主,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500",中,https://authorservices.taylorandfrancis.com/publishing-open-access/,https://www.google.com/search?q=International+Journal+of+Qualitative+Studies+on+Health+and+Well-Being+aims+scope+instructions+for+authors+APC
599,3-Q2,2,Oral Surgery Oral Medicine Oral Pathology Oral Radiology,OR SURG OR MED OR PA,2212-4403,2212-4411,2.4,2.3,Q2,63/165,Q2,Q2,0.82,62.1,138.0,14102.0,"DENTISTRY, ORAL SURGERY & MEDICINE","DENTISTRY, ORAL SURGERY & MEDICINE(JIF Q2/JCI Q2)",ELSEVIER SCIENCE INC,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Oral+Surgery+Oral+Medicine+Oral+Pathology+Oral+Radiology+aims+scope+instructions+for+authors+APC
600,3-Q2,2,SAUDI MEDICAL JOURNAL,SAUDI MED J,0379-5284,1658-3175,2.1,2.1,Q2,107/336,Q2,Q2,0.5,68.3,138.0,5093.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q2/JCI Q2)",SAUDI MED J,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=SAUDI+MEDICAL+JOURNAL+aims+scope+instructions+for+authors+APC
601,3-Q2,2,INDIAN JOURNAL OF MEDICAL RESEARCH,INDIAN J MED RES,0971-5916,0971-5916,2.1,3.3,Q2,107/336,Q2,Q2,0.41,68.3,138.0,8065.0,"IMMUNOLOGY; MEDICINE, GENERAL & INTERNAL; MEDICINE, RESEARCH & EXPERIMENTAL","IMMUNOLOGY(JIF Q4/JCI Q4) | MEDICINE, GENERAL & INTERNAL(JIF Q2/JCI Q2) | MEDICINE, RESEARCH & EXPERIMENTAL(JIF Q3/JCI Q3)",SCIENTIFIC SCHOLAR LLC,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=INDIAN+JOURNAL+OF+MEDICAL+RESEARCH+aims+scope+instructions+for+authors+APC
602,3-Q2,2,Immunity Inflammation and Disease,IMMUN INFLAMM DIS,,2050-4527,3.5,3.2,Q2,89/183,Q3,Q3,0.6,51.6,137.0,4070.0,IMMUNOLOGY,IMMUNOLOGY(JIF Q2/JCI Q3),WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=Immunity+Inflammation+and+Disease+aims+scope+instructions+for+authors+APC
603,3-Q2,2,BMC Rheumatology,BMC RHEUMATOL,,2520-1026,3.1,2.6,Q2,22/58,Q2,Q2,0.74,62.9,137.0,1222.0,RHEUMATOLOGY,RHEUMATOLOGY(JIF Q2/JCI Q2),SPRINGERNATURE,Springer Nature,否,ESCI,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=BMC+Rheumatology+aims+scope+instructions+for+authors+APC
604,3-Q2,2,INFECTION GENETICS AND EVOLUTION,INFECT GENET EVOL,1567-1348,1567-7257,2.8,2.4,Q2,67/141,Q2,Q2,0.76,52.8,137.0,10573.0,INFECTIOUS DISEASES,INFECTIOUS DISEASES(JIF Q2/JCI Q2),ELSEVIER,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=INFECTION+GENETICS+AND+EVOLUTION+aims+scope+instructions+for+authors+APC
605,3-Q2,2,Therapeutics and Clinical Risk Management,THER CLIN RISK MANAG,,1178-203X,2.6,2.9,Q2,89/194,Q3,Q3,0.58,54.4,137.0,4733.0,HEALTH CARE SCIENCES & SERVICES,HEALTH CARE SCIENCES & SERVICES(JIF Q2/JCI Q3),DOVE MEDICAL PRESS LTD,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Therapeutics+and+Clinical+Risk+Management+aims+scope+instructions+for+authors+APC
606,3-Q2,2,Kuwait Journal of Science,KUWAIT J SCI,2307-4108,2307-4116,2.6,1.9,Q2,52/140,Q2,Q2,0.57,63.2,137.0,1580.0,MULTIDISCIPLINARY SCIENCES,MULTIDISCIPLINARY SCIENCES(JIF Q2/JCI Q2),ELSEVIER,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Kuwait+Journal+of+Science+aims+scope+instructions+for+authors+APC
607,3-Q2,2,International Wound Journal,INT WOUND J,1742-4801,1742-481X,2.2,3.0,Q2,116/321,Q1,Q1,1.16,64.0,137.0,9306.0,DERMATOLOGY; SURGERY,DERMATOLOGY(JIF Q3/JCI Q1) | SURGERY(JIF Q2/JCI Q1),WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=International+Wound+Journal+aims+scope+instructions+for+authors+APC
608,3-Q2,2,Peer Community Journal,PEER COMMUNITY J,,2804-3871,2.2,2.2,Q2,60/140,Q2,Q2,0.55,57.5,137.0,941.0,MULTIDISCIPLINARY SCIENCES,MULTIDISCIPLINARY SCIENCES(JIF Q2/JCI Q2),Peer Community In - PCI,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Peer+Community+Journal+aims+scope+instructions+for+authors+APC
609,3-Q2,2,JCO Clinical Cancer Informatics,JCO CLIN CANCER INFO,2473-4276,2473-4276,3.6,4.2,Q2,132/333,Q2,Q2,0.69,60.5,136.0,3105.0,ONCOLOGY,ONCOLOGY(JIF Q2/JCI Q2),LIPPINCOTT WILLIAMS & WILKINS,Wolters Kluwer/LWW,否,ESCI,混合为主,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑",中,https://wkauthorservices.editage.com/open-access/,https://www.google.com/search?q=JCO+Clinical+Cancer+Informatics+aims+scope+instructions+for+authors+APC
610,3-Q2,2,JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,J ORAL MAXIL SURG,0278-2391,1531-5053,2.5,2.6,Q2,58/165,Q2,Q2,0.98,65.2,136.0,16623.0,"DENTISTRY, ORAL SURGERY & MEDICINE","DENTISTRY, ORAL SURGERY & MEDICINE(JIF Q2/JCI Q2)",W B SAUNDERS CO-ELSEVIER INC,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=JOURNAL+OF+ORAL+AND+MAXILLOFACIAL+SURGERY+aims+scope+instructions+for+authors+APC
611,3-Q2,2,STATISTICAL METHODS IN MEDICAL RESEARCH,STAT METHODS MED RES,0962-2802,1477-0334,2.4,2.6,Q2,28/170,Q2,Q2,0.64,50.3,136.0,9631.0,HEALTH CARE SCIENCES & SERVICES; MATHEMATICAL & COMPUTATIONAL BIOLOGY; MEDICAL INFORMATICS,HEALTH CARE SCIENCES & SERVICES(JIF Q2/JCI Q3) | MATHEMATICAL & COMPUTATIONAL BIOLOGY(JIF Q3/JCI Q2) | MEDICAL INFORMATICS(JIF Q3/JCI Q3),SAGE PUBLICATIONS LTD,SAGE,是,SCIE,混合为主,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000",中,https://us.sagepub.com/en-us/nam/sage-choice,https://www.google.com/search?q=STATISTICAL+METHODS+IN+MEDICAL+RESEARCH+aims+scope+instructions+for+authors+APC
612,3-Q2,2,Journal of Immigrant and Minority Health,J IMMIGR MINOR HEALT,1557-1912,1557-1920,2.3,2.7,Q2,209/443,Q3,Q3,0.54,52.9,136.0,5569.0,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q2/JCI Q3)",SPRINGER,Springer,否,SSCI,混合为主,"订阅路线通常无APC；选OA约 USD 2,790-4,290",中,https://www.springer.com/gp/open-access,https://www.google.com/search?q=Journal+of+Immigrant+and+Minority+Health+aims+scope+instructions+for+authors+APC
613,3-Q2,2,SWISS MEDICAL WEEKLY,SWISS MED WKLY,1424-7860,1424-3997,1.6,1.8,Q2,139/336,Q2,Q2,0.49,58.8,136.0,3829.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q2/JCI Q2)",SMW supporting association,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=SWISS+MEDICAL+WEEKLY+aims+scope+instructions+for+authors+APC
614,3-Q2,2,NEW ZEALAND MEDICAL JOURNAL,NEW ZEAL MED J,0028-8446,1175-8716,1.2,1.3,Q2,167/336,Q3,Q3,0.3,50.4,136.0,3008.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q2/JCI Q3)",NEW ZEALAND MEDICAL ASSOC,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=NEW+ZEALAND+MEDICAL+JOURNAL+aims+scope+instructions+for+authors+APC
615,3-Q2,2,INFECTION AND IMMUNITY,INFECT IMMUN,0019-9567,1098-5522,3.4,3.7,Q2,49/141,Q2,Q2,0.74,65.6,135.0,36589.0,IMMUNOLOGY; INFECTIOUS DISEASES,IMMUNOLOGY(JIF Q3/JCI Q2) | INFECTIOUS DISEASES(JIF Q2/JCI Q2),AMER SOC MICROBIOLOGY,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=INFECTION+AND+IMMUNITY+aims+scope+instructions+for+authors+APC
616,3-Q2,2,CLINICAL PSYCHOLOGY & PSYCHOTHERAPY,CLIN PSYCHOL PSYCHOT,1063-3995,1099-0879,2.9,3.9,Q2,51/184,Q2,Q2,0.84,72.6,135.0,6356.0,"PSYCHOLOGY, CLINICAL","PSYCHOLOGY, CLINICAL(JIF Q2/JCI Q2)",WILEY,Wiley,否,SSCI,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=CLINICAL+PSYCHOLOGY+&+PSYCHOTHERAPY+aims+scope+instructions+for+authors+APC
617,3-Q2,2,Dermatology Practical & Conceptual,DERMATOL PRACT CONCE,2160-9381,2160-9381,2.4,2.8,Q2,47/99,Q2,Q2,0.69,53.0,135.0,1795.0,DERMATOLOGY,DERMATOLOGY(JIF Q2/JCI Q2),MATTIOLI 1885,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Dermatology+Practical+&+Conceptual+aims+scope+instructions+for+authors+APC
618,3-Q2,2,Pulmonary Circulation,PULM CIRC,2045-8932,2045-8940,2.4,2.6,Q2,117/237,Q2,Q2,0.59,50.8,135.0,3390.0,CARDIAC & CARDIOVASCULAR SYSTEMS; RESPIRATORY SYSTEM,CARDIAC & CARDIOVASCULAR SYSTEMS(JIF Q2/JCI Q2) | RESPIRATORY SYSTEM(JIF Q3/JCI Q3),WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=Pulmonary+Circulation+aims+scope+instructions+for+authors+APC
619,3-Q2,2,International Journal for Parasitology-Parasites and Wildlife,INT J PARASITOL-PAR,2213-2244,2213-2244,2.3,2.4,Q2,22/47,Q2,Q2,0.72,54.3,135.0,2629.0,PARASITOLOGY,PARASITOLOGY(JIF Q2/JCI Q2),ELSEVIER,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=International+Journal+for+Parasitology-Parasites+and+Wildlife+aims+scope+instructions+for+authors+APC
620,3-Q2,2,Transplantation Direct,TRANSPLANT DIRECT,2373-8731,2373-8731,2.2,2.1,Q2,14/30,Q2,Q2,0.73,55.0,135.0,2328.0,TRANSPLANTATION,TRANSPLANTATION(JIF Q2/JCI Q2),LIPPINCOTT WILLIAMS & WILKINS,Wolters Kluwer/LWW,否,ESCI,混合为主,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑",中,https://wkauthorservices.editage.com/open-access/,https://www.google.com/search?q=Transplantation+Direct+aims+scope+instructions+for+authors+APC
621,3-Q2,2,PARASITOLOGY INTERNATIONAL,PARASITOL INT,1383-5769,1873-0329,2.1,2.0,Q2,23/47,Q3,Q3,0.62,52.1,135.0,3886.0,PARASITOLOGY,PARASITOLOGY(JIF Q2/JCI Q3),ELSEVIER IRELAND LTD,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=PARASITOLOGY+INTERNATIONAL+aims+scope+instructions+for+authors+APC
622,3-Q2,2,Future Journal of Pharmaceutical Sciences,FUTUR J PHARM SCI,2314-7245,2314-7253,4.5,4.6,Q2,90/356,Q2,Q2,0.83,74.9,134.0,3762.0,PHARMACOLOGY & PHARMACY,PHARMACOLOGY & PHARMACY(JIF Q2/JCI Q2),SPRINGER,Springer,否,ESCI,混合为主,"订阅路线通常无APC；选OA约 USD 2,790-4,290",中,https://www.springer.com/gp/open-access,https://www.google.com/search?q=Future+Journal+of+Pharmaceutical+Sciences+aims+scope+instructions+for+authors+APC
623,3-Q2,2,BJGP Open,BJGP OPEN,,2398-3795,2.4,,Q2,11/29,Q2,Q2,1.12,63.8,134.0,1767.0,PRIMARY HEALTH CARE,PRIMARY HEALTH CARE(JIF Q2/JCI Q2),ROYAL COLL GENERAL PRACTITIONERS,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=BJGP+Open+aims+scope+instructions+for+authors+APC
624,3-Q2,2,JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES,J APPL RES INTELLECT,1360-2322,1468-3148,2.2,2.9,Q2,58/175,Q2,Q2,0.77,67.1,134.0,4619.0,REHABILITATION,REHABILITATION(JIF Q2/JCI Q2),WILEY,Wiley,否,SSCI,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=JOURNAL+OF+APPLIED+RESEARCH+IN+INTELLECTUAL+DISABILITIES+aims+scope+instructions+for+authors+APC
625,3-Q2,2,ACTA ANAESTHESIOLOGICA SCANDINAVICA,ACTA ANAESTH SCAND,0001-5172,1399-6576,1.9,2.0,Q2,36/72,Q2,Q2,0.76,50.7,134.0,6863.0,ANESTHESIOLOGY,ANESTHESIOLOGY(JIF Q2/JCI Q2),WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=ACTA+ANAESTHESIOLOGICA+SCANDINAVICA+aims+scope+instructions+for+authors+APC
626,3-Q2,2,World Journal of Hepatology,WORLD J HEPATOL,1948-5182,1948-5182,3.4,3.3,Q2,55/153,Q3,Q3,0.48,64.4,133.0,4803.0,GASTROENTEROLOGY & HEPATOLOGY,GASTROENTEROLOGY & HEPATOLOGY(JIF Q2/JCI Q3),BAISHIDENG PUBLISHING GROUP INC,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=World+Journal+of+Hepatology+aims+scope+instructions+for+authors+APC
627,3-Q2,2,KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,KAOHSIUNG J MED SCI,1607-551X,2410-8650,3.1,3.2,Q2,92/191,Q2,Q2,0.66,52.1,133.0,3593.0,"MEDICINE, RESEARCH & EXPERIMENTAL","MEDICINE, RESEARCH & EXPERIMENTAL(JIF Q2/JCI Q2)",WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=KAOHSIUNG+JOURNAL+OF+MEDICAL+SCIENCES+aims+scope+instructions+for+authors+APC
628,3-Q2,2,HAEMOPHILIA,HAEMOPHILIA,1351-8216,1365-2516,3.0,3.2,Q2,39/103,Q2,Q2,0.61,62.6,133.0,6580.0,HEMATOLOGY,HEMATOLOGY(JIF Q2/JCI Q2),WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=HAEMOPHILIA+aims+scope+instructions+for+authors+APC
629,3-Q2,2,MATHEMATICAL BIOSCIENCES,MATH BIOSCI,0025-5564,1879-3134,2.6,2.6,Q2,36/106,Q2,Q2,0.68,66.5,133.0,7334.0,BIOLOGY; MATHEMATICAL & COMPUTATIONAL BIOLOGY,BIOLOGY(JIF Q2/JCI Q2) | MATHEMATICAL & COMPUTATIONAL BIOLOGY(JIF Q2/JCI Q2),ELSEVIER SCIENCE INC,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=MATHEMATICAL+BIOSCIENCES+aims+scope+instructions+for+authors+APC
630,3-Q2,2,JOURNAL OF ORTHOPAEDIC TRAUMA,J ORTHOP TRAUMA,0890-5339,1531-2291,2.0,2.0,Q2,70/147,Q2,Q2,0.77,52.7,133.0,10953.0,ORTHOPEDICS; SPORT SCIENCES,ORTHOPEDICS(JIF Q2/JCI Q2) | SPORT SCIENCES(JIF Q3/JCI Q2),LIPPINCOTT WILLIAMS & WILKINS,Wolters Kluwer/LWW,是,SCIE,混合为主,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑",中,https://wkauthorservices.editage.com/open-access/,https://www.google.com/search?q=JOURNAL+OF+ORTHOPAEDIC+TRAUMA+aims+scope+instructions+for+authors+APC
631,3-Q2,2,MOLECULAR CARCINOGENESIS,MOL CARCINOGEN,0899-1987,1098-2744,3.5,3.6,Q2,142/333,Q2,Q2,0.72,57.5,132.0,6265.0,BIOCHEMISTRY & MOLECULAR BIOLOGY; ONCOLOGY,BIOCHEMISTRY & MOLECULAR BIOLOGY(JIF Q2/JCI Q2) | ONCOLOGY(JIF Q2/JCI Q2),WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=MOLECULAR+CARCINOGENESIS+aims+scope+instructions+for+authors+APC
632,3-Q2,2,Journal of Substance Use & Addiction Treatment,J SUBST USE ADDICT T,2949-8767,2949-8759,2.8,2.8,Q2,54/184,Q1,Q1,0.99,70.9,132.0,1313.0,"PSYCHOLOGY, CLINICAL; SUBSTANCE ABUSE","PSYCHOLOGY, CLINICAL(JIF Q2/JCI Q2) | SUBSTANCE ABUSE(JIF Q2/JCI Q1)",ELSEVIER SCIENCE INC,Elsevier,否,SSCI,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Journal+of+Substance+Use+&+Addiction+Treatment+aims+scope+instructions+for+authors+APC
633,3-Q2,2,AMERICAN JOURNAL OF THE MEDICAL SCIENCES,AM J MED SCI,0002-9629,1538-2990,2.4,2.5,Q2,94/336,Q2,Q2,0.44,72.2,132.0,6305.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q2/JCI Q2)",ELSEVIER SCIENCE INC,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=AMERICAN+JOURNAL+OF+THE+MEDICAL+SCIENCES+aims+scope+instructions+for+authors+APC
